docid,content
3597,"2021 Mercedes-Benz GLC 300 Base 4MATIC, 51906, Polar White, Silk Beige / Black, All-wheel Drive, 21–28, Gasoline, 9-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 10697, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3598,"2020 INFINITI QX60 Pure, 37488, Hermosa Blue, Graphite, Front-wheel Drive, 20–27, Gasoline, Automatic CVT, 3.5L V6 24V GDI DOHC, 12148, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3599,"2018 Ford Explorer XLT, 33997, –, –, Front-wheel Drive, 17–24, Gasoline, 6-Speed Automatic, 2.3L I4 16V GDI DOHC Turbo, 22626, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3600,"2018 Lincoln MKT Reserve, 33500, White Platinum Tri-Coat Metallic, Charcoal Black, AWD, 15–21, Gasoline, 6-Speed Automatic, 3.5L V6 24V GDI DOHC Twin Turbo, 54867, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3601,"2020 Mercedes-Benz A-Class A 220, 40500, Mountain Grey Metallic, Black, Front-wheel Drive, 24–35, Gasoline, 7-Speed Automatic, 4 Cylinder Engine, 14740, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3602,"2018 Volkswagen Tiguan 2.0T SEL, 25170, Pure White, Black, Front-wheel Drive, 22–27, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 62761, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3603,"2021 GMC Yukon Denali, 83993, Onyx Black, Jet Black, Four-wheel Drive, 14–19, Gasoline, 10-Speed Automatic, 6.2L V8 16V GDI OHV, 18489, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3604,"2018 Cadillac Escalade Luxury, 55329, Crystal White Tri-Coat, Shale, Rear-wheel Drive, 14–23, Gasoline, 10-Speed Automatic, 6.2L V8 16V GDI OHV, 57030, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3605,"2018 BMW 330 i, 33200, Melbourne Red Metallic, Black, Rear-wheel Drive, 24–34, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 19042, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3606,"2020 Toyota Highlander Limited, 48570, Pearl, –, Front-wheel Drive, 21–29, Gasoline, 8-Speed Automatic, 3.5L V6 24V PDI DOHC, 16238, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3607,"2019 GMC Yukon Denali, 64300, Dark Sapphire Blue Metallic, Cocoa, Four-wheel Drive, 14–22, Gasoline, 10-Speed Automatic, 6.2L V8 16V GDI OHV, 42424, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3608,"2016 Toyota Highlander XLE, 27248, Blizzard Pearl, Black, Front-wheel Drive, 19–25, Gasoline, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 91572, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3609,"2020 Hyundai Palisade Limited, 49990, Rainforest, Black, All-wheel Drive, 19–24, Gasoline, 8-Speed Automatic, 3.8L V6 24V GDI DOHC, 15241, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3610,"2012 BMW 328 i, 17343, Titanium Silver Metallic, Black, Rear-wheel Drive, 17–26, Gasoline, 6-Speed Automatic, 3.0L I6 24V MPFI DOHC, 64102, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3611,"2018 Porsche Panamera 4S, 91990, Volcano Grey Metallic, Marsala, All-wheel Drive, 21–28, Gasoline, 8-Speed Automatic with Auto-Shift, 2.9L V6 24V GDI DOHC Twin Turbo, 28160, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3612,"2020 Lexus GX 460 , 57989, Black Onyx, Black, Four-wheel Drive, 15–19, Gasoline, 6-Speed Automatic, 4.6L V8 32V MPFI DOHC, 26944, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3613,"2021 Toyota Sequoia Platinum, 71177, Shoreline Blue Pearl, Platinum, Four-wheel Drive, 13–17, Gasoline, 6-Speed Automatic, 5.7L V8 32V MPFI DOHC, 13109, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3614,"2020 Nissan Pathfinder SV, 25589, Brilliant Silver Metallic, Charcoal, Front-wheel Drive, 0–27, Gasoline, Variable, Regular Unleaded V-6 3.5 L/213, 52864, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3615,"2020 Hyundai Palisade SEL, 48900, Burgundy, Black, Front-wheel Drive, 19–26, Gasoline, 8-Speed Automatic, 3.8L V6 24V GDI DOHC, 18703, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3616,"2017 Audi A4 2.0T Premium, 28999, Brilliant Black, Atlas Beige / Gray, All-wheel Drive, 24–31, Gasoline, 7-Speed Automatic with Auto-Shift, 2.0L I4 16V GDI DOHC Turbo, 31546, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3617,"2018 RAM 1500 Laramie, 44486, Bright Silver Clearcoat Metallic, Black, Four-wheel Drive, 16–23, Diesel, 8-Speed Automatic, 3.0L V6 24V DDI DOHC Turbo Diesel, 40386, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3618,"2016 BMW X5 xDrive35i, 35999, Mineral White Metallic, Canberra Beige, All-wheel Drive, 18–24, Gasoline, 8-Speed Automatic, 3.0L I6 24V GDI DOHC Turbo, 84736, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3619,"2019 Volkswagen Passat 2.0T Wolfsburg, 20440, Reflex Silver Metallic, Titan Black, Front-wheel Drive, 25–36, Gasoline, 6-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 40780, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3620,"2014 Mercedes-Benz GL-Class GL 450, 25685, Polar White, Black, All-wheel Drive, 14–19, Gasoline, Automatic, Engine: 4.6L Twin-Turbo V8, 93106, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3621,"2020 Jeep Cherokee Latitude Plus, 30987, Granite Crystal Clearcoat Metallic, Black, Four-wheel Drive, 21–29, Gasoline, 9-Speed Automatic, 2.4L I4 16V MPFI SOHC, 18040, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3622,"2018 Cadillac XT5 Luxury, 39320, Dark Granite Metallic, Jet Black, Front-wheel Drive, 19–26, Gasoline, 8-Speed Automatic, 3.6L V6 24V GDI DOHC, 18606, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3623,"2017 Toyota Sienna SE, 34588, Silver Sky Metallic, Black, Front-wheel Drive, 19–27, Gasoline, 8-Speed Automatic, 3.5L V6 24V GDI DOHC, 50612, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3624,"2016 BMW M4 Base, 68950, Mineral Gray Metallic, Black, RWD, 17–26, Gasoline, 6-Speed Manual, 3.0L I6 24V GDI DOHC Twin Turbo, 12584, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3625,"2018 Tesla Model S P100D, 87990, Black, Black, All-wheel Drive, 92–105, Electric, 1-Speed Automatic, Electric, 47072, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3626,"2013 Lexus RX 350 Base, 23573, Satin Cashmere Metallic, Parchment, Front-wheel Drive, 18–25, Gasoline, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 69832, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3627,"2019 Volkswagen Jetta 1.4T S, 20990, Pure White, Titan Black, Front-wheel Drive, 30–40, Gasoline, 8-Speed Automatic, 1.4L I4 16V GDI DOHC Turbo, 18669, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3628,"2018 Porsche Macan Base, 49985, Black, –, All-wheel Drive, 20–25, Gasoline, 7-Speed Automatic with Auto-Shift, 2.0L I4 16V GDI DOHC Turbo, 17349, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3629,"2010 Mercedes-Benz E-Class E 350, 15095, Gray, Sport, Rear-wheel Drive, 18–26, Gasoline, 7-Speed Automatic, 3.5L V6 24V MPFI DOHC, 81304, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3630,"2020 Acura TLX FWD, 30955, Lunar Silver Metallic, –, Front-wheel Drive, 23–33, Gasoline, 8-Speed Automatic with Auto-Shift, 2.4L I4 16V GDI DOHC, 13542, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3631,"2020 Cadillac Escalade Luxury, 69995, Crystal White Tri-Coat, Jet Black, Four-wheel Drive, 14–21, Gasoline, 10-Speed Automatic, 6.2L V8 16V GDI OHV, 18057, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3632,"2019 Ford Explorer XLT, 36490, Agate Black Metallic, Ebony Black, Four-wheel Drive, 16–22, Gasoline, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 30237, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3633,"2018 Jeep Wrangler Unlimited Sport, 37999, Bright White Clearcoat, Black, Four-wheel Drive, 17–23, Gasoline, 8-Speed Automatic, 3.6L V6 24V MPFI DOHC, 46004, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3634,"2018 Jeep Wrangler Unlimited Sport, 35900, Mojito! Clearcoat, Black, Four-wheel Drive, 17–23, Gasoline, 8-Speed Automatic, 3.6L V6 24V MPFI DOHC, 75743, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3635,"2018 Toyota Highlander Limited, 32477, Celestial Silver Metallic, Ash, All-wheel Drive, 20–26, Gasoline, 8-Speed Automatic, 3.5L V6 24V PDI DOHC, 88662, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3636,"2018 BMW 430 Gran Coupe i xDrive, 39875, Glacier Silver Metallic, Black / Dark Oyster, All-wheel Drive, 23–33, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 27391, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3637,"2017 Chevrolet Cruze LT, 16473, Mosaic Black Metallic, Jet Black, Front-wheel Drive, 30–40, Gasoline, 6-Speed Automatic, 1.4L I4 16V GDI DOHC Turbo, 50229, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3638,"2018 BMW 320 i xDrive, 26877, Glacier Silver Metallic, Black, All-wheel Drive, 23–34, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 34010, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3639,"2016 Ford Escape Titanium, 13900, Magnetic, Charcoal Black, Four-wheel Drive, 22–29, Gasoline, 6-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 133363, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3640,"2016 Mercedes-Benz GLA-Class GLA 250, 25673, Gray, Black, Front-wheel Drive, 25–35, Gasoline, 7-Speed Automatic with Auto-Shift, 2.0L I4 16V GDI DOHC Turbo, 48925, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3641,"2019 Acura MDX 3.5L w/Technology Package, 41750, Modern Steel Metallic, Ebony, All-wheel Drive, 19–26, Gasoline, 9-Speed Automatic, 3.5L V6 24V GDI SOHC, 25630, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3642,"2011 BMW 750 i xDrive, 14995, Alpine White, Saddle/Black, All-wheel Drive, 14–20, Gasoline, 6-Speed Automatic, 8 Cylinder Engine, 130961, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3643,"2018 Nissan Murano SL, 32995, White, Graphite, All-wheel Drive, 21–28, Gasoline, Automatic CVT, 3.5L V6 24V MPFI DOHC, 17979, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3644,"2011 Lexus ES 350 Base, 17995, Truffle Mica, Black, Front-wheel Drive, 19–27, Gasoline, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 40435, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3645,"2018 BMW 540 i xDrive, 48000, Blue, Canberra Beige, All-wheel Drive, 20–29, Gasoline, 8-Speed Automatic, 3.0L I6 24V GDI DOHC Turbo, 11525, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3646,"2018 Ford F-150 XLT, 34999, Black, Gray, Four-wheel Drive, 16–22, E85 Flex Fuel, 10-Speed Automatic, 5.0L V8 32V PDI DOHC Flexible Fuel, 55603, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3647,"2019 Jeep Grand Cherokee Limited, 39593, Slate Blue Pearlcoat, Black, Four-wheel Drive, 18–25, Gasoline, 8-Speed Automatic, 3.6L V6 24V MPFI DOHC, 19742, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3648,"2015 Lexus LS 460 460, 32495, Black, Black, All-wheel Drive, 16–23, Gasoline, 8-Speed Automatic, 4.6L V8 32V PDI DOHC, 115813, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3649,"2017 Nissan Armada Platinum, 38500, Forged Copper, Almond, All-wheel Drive, 13–18, Gasoline, 7-Speed Automatic, 5.6L V8 32V GDI DOHC, 62779, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3650,"2018 Cadillac XT5 Luxury, 35808, Stellar Black Metallic, Jet Black, Front-wheel Drive, 19–26, Gasoline, 8-Speed Automatic, 3.6L V6 24V GDI DOHC, 24545, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3651,"2012 Mercedes-Benz GLK-Class GLK 350 4MATIC, 14995, White, Beige, All-wheel Drive, 16–21, Gasoline, 7-Speed Automatic, 3.5L V6 24V MPFI DOHC, 85189, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3652,"2018 Jeep Grand Cherokee Summit, 34775, Diamond Black, Black, Four-wheel Drive, 18–25, Gasoline, 8-Speed Automatic, 3.6L V6 24V MPFI DOHC, 85841, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3653,"2020 RAM 1500 Laramie, 53988, Black, Black, Four-wheel Drive, 19–24, Gasoline, 8-Speed Automatic, 5.7L V8 16V MPFI OHV, 15058, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3654,"2021 Ford F-150 Lariat, 61961, Agate Black Metallic, Black, Four-wheel Drive, Transmission, Gasoline, 10-Speed Automatic, 3.5L V6 24V PDI DOHC Twin Turbo, 5708, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3655,"2021 Ford Explorer XLT, 44496, Black, –, Rear-wheel Drive, 21–28, Gasoline, 10-Speed Automatic, 2.3L I4 16V GDI DOHC Turbo, 18070, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3656,"2019 Acura MDX 3.5L w/Technology Package, 44490, White, Graystone, All-wheel Drive, 19–26, Gasoline, 9-Speed Automatic, 3.5L V6 24V GDI SOHC, 22136, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3657,"2019 Jeep Grand Cherokee Limited, 38388, Diamond Black, Black, Four-wheel Drive, 18–25, Gasoline, 8-Speed Automatic, 3.6L V6 24V MPFI DOHC, 22772, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3658,"2020 Cadillac Escalade ESV Luxury, 84995, Black Raven, Jet Black, Four-wheel Drive, 14–21, Gasoline, 10-Speed Automatic, 6.2L V8 16V GDI OHV, 11094, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3659,"2007 Toyota Highlander Limited, 14950, Green, Tan, All-wheel Drive, 18–24, Gasoline, 5-Speed Automatic, 3.3L V6 24V MPFI DOHC, 65800, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3660,"2018 Lexus GX 460 Base, 43789, Starfire Pearl, Sepia, Four-wheel Drive, 15–18, Gasoline, 6-Speed Automatic, 4.6L V8 32V MPFI DOHC, 47408, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3661,"2019 GMC Acadia Denali, 41266, Iridium Metallic, Jet Black, Front-wheel Drive, 18–25, Gasoline, 6-Speed Automatic, 3.6L V6 24V GDI DOHC, 24055, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3662,"2019 Ford Expedition XLT, 47995, White, Black, Four-wheel Drive, 17–22, Gasoline, 10-Speed Automatic, 3.5L V6 24V GDI DOHC Twin Turbo, 13987, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3663,"2020 Mazda CX-5 Touring, 29533, Machine Gray Metallic, Black, All-wheel Drive, 24–30, Gasoline, 6-Speed Automatic, 2.5L I4 16V GDI DOHC, 16314, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3664,"2019 Mazda CX-5 Touring, 29339, Machine Gray Metallic, Black, All-wheel Drive, 24–30, Gasoline, 6-Speed Automatic, 2.5L I4 16V GDI DOHC, 12049, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3665,"2020 Jeep Grand Cherokee Limited, 46499, Slate Blue Pearlcoat, Black, Four-wheel Drive, 18–25, Gasoline, 8-Speed Automatic, 3.6L V6 24V MPFI DOHC, 15491, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3666,"2020 Chevrolet Trax LT, 26699, Mosaic Black Metallic, Jet Black, All-wheel Drive, 24–29, Gasoline, 6-Speed Automatic, 1.4L I4 16V MPFI DOHC Turbo, 11008, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3667,"2017 Porsche 718 Boxster S, 74350, Black, Beige, Rear-wheel Drive, 20–26, Gasoline, 7-Speed Automatic with Auto-Shift, 2.5L H4 16V GDI DOHC Turbo, 23413, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
3668,"2012 Mercedes-Benz C-Class C 300 4MATIC Sport, 11977, Black, Shara Beige, All-wheel Drive, 17–24, –, 7-Speed Automatic, 3.0L V6 24V GDI DOHC, 114698, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
