,name,price,exterior_color,interior_color,drive_train,mpg,fuel_type,transmission,engine,mileage,heated_seats,heated_steering_wheel,nav_sys,remote_start,carplay,bluetooth,brake_assist,blind_spot_monitor,year,drive_train_simple,fuel_type_simple,turbo,emission,cylinder,average_mpg,transmission_simple,price_level
3318,2017 Chevrolet Camaro 2SS,44200,Garnet Red Tintcoat,Kalahari,Rear-wheel Drive,16–25,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV,11673,False,True,True,True,False,True,True,True,2017,RWD,Gasoline,False,6.2,V8,20.5,8,moderate
3319,2019 Lexus RX 350 350,46874,Obsidian Black,Black,Front-wheel Drive,20–28,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,13153,False,True,True,False,False,True,True,False,2019,FWD,Gasoline,False,3.5,V6,24.0,8,moderate
3320,2018 Ford F-150 Platinum,50000,White Gold,Dark Marsala,Four-wheel Drive,16–22,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,35387,False,True,True,True,True,True,True,False,2018,AWD,Gasoline,True,3.5,V6,19.0,10,moderate
3321,2020 Nissan Pathfinder SL,36788,Gun Metallic,Rock Creek,Front-wheel Drive,20–27,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,15065,True,True,True,True,False,True,True,True,2020,FWD,Gasoline,False,3.5,V6,23.5,-1,moderate
3322,2019 INFINITI QX50 ESSENTIAL,36000,Black Obsidian,Graphite,All-wheel Drive,24–30,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC Turbo,37996,True,True,True,True,False,True,True,False,2019,AWD,Gasoline,True,2.0,I4,27.0,-1,moderate
3323,2019 Cadillac Escalade Platinum,74000,Black Raven,Maple Sugar,Four-wheel Drive,14–21,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,40839,False,True,True,True,True,True,True,False,2019,AWD,Gasoline,False,6.2,V8,17.5,10,expensive
3324,2016 Toyota Corolla LE,10900,Burgundy,Gray,Front-wheel Drive,Transmission,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,94696,False,False,False,False,False,True,True,False,2016,FWD,Gasoline,False,1.8,I4,-1.0,-1,cheap
3325,2009 Aston Martin V8 Vantage ,63990,Gray,–,Rear-wheel Drive,12–19,Gasoline,6-Speed Automatic with Auto-Shift,4.7L V8 32V MPFI DOHC,10001,False,False,True,False,False,False,True,False,2009,RWD,Gasoline,False,4.7,V8,15.5,6,expensive
3326,2018 Mazda CX-9 Touring,28593,Sonic Silver Metallic,Black,Front-wheel Drive,22–28,Gasoline,6-Speed Automatic,2.5L V6 24V,40143,False,False,False,False,False,True,True,True,2018,FWD,Gasoline,False,2.5,V6,25.0,6,moderate
3327,2014 Mercedes-Benz E-Class E 350,19495,Black,–,Rear-wheel Drive,21–30,Gasoline,7-Speed Automatic,3.5L V6 24V GDI DOHC,85896,False,False,False,False,False,True,True,False,2014,RWD,Gasoline,False,3.5,V6,25.5,7,cheap
3328,2019 Mercedes-Benz AMG GLE 43 Base 4MATIC,68000,Black,Crystal Gray,All-wheel Drive,17–22,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,31750,True,False,True,True,True,True,True,False,2019,AWD,Gasoline,True,3.0,V6,19.5,9,expensive
3329,2018 BMW 320 i,28999,Glacier Silver Metallic,Black,Rear-wheel Drive,24–35,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,31176,True,False,False,False,False,True,True,False,2018,RWD,Gasoline,True,2.0,I4,29.5,8,moderate
3330,2018 Mercedes-Benz GLS 450 Base 4MATIC,55879,Obsidian Black Metallic,–,All-wheel Drive,17–22,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,42566,False,False,False,True,False,True,True,False,2018,AWD,Gasoline,True,3.0,V6,19.5,9,moderate
3331,2018 Dodge Durango R/T,43504,DB Black Clearcoat,Red / Black,All-wheel Drive,14–22,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,61745,True,True,True,True,False,True,True,False,2018,AWD,Gasoline,False,5.7,V8,18.0,8,moderate
3332,2017 Mercedes-Benz E-Class E 300,32495,Selenite Gray Metallic,Black,Rear-wheel Drive,22–30,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55285,False,False,True,False,True,True,True,True,2017,RWD,Gasoline,True,2.0,I4,26.0,9,moderate
3333,2018 BMW 320 i,24191,Arctic Gray Metallic,–,Rear-wheel Drive,24–35,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,29358,False,False,False,False,False,True,True,False,2018,RWD,Gasoline,True,2.0,I4,29.5,8,moderate
3334,2021 Genesis G70 2.0T,35935,Himalayan Gray,Black,–,Transmission,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,11242,False,False,True,True,True,True,True,False,2021,unknown,Gasoline,True,2.0,I4,-1.0,8,moderate
3335,2020 Acura ILX TECHNOLOGY&A-SPEC PACKAGES,31991,Gray,Red,Front-wheel Drive,24–34,Gasoline,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,14430,False,False,True,False,True,True,True,False,2020,FWD,Gasoline,False,2.4,I4,29.0,8,moderate
3336,2019 MINI Countryman Cooper S,31962,Gray Metallic,Carbon Black,Front-wheel Drive,23–32,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,30514,False,False,False,False,False,True,True,False,2019,FWD,Gasoline,True,2.0,I4,27.5,8,moderate
3337,2018 Kia Niro LX,19292,Crimson Red,Charcoal,Front-wheel Drive,0–46,Hybrid,Automatic,Gas/Electric I-4 1.6 L/96,34873,False,False,False,False,False,True,True,False,2018,FWD,Hybrid,False,1.6,I4,23.0,-1,cheap
3338,2017 Porsche Macan Turbo,65900,White,Black,All-wheel Drive,17–23,Gasoline,7-Speed Automatic with Auto-Shift,3.6L V6 24V GDI DOHC Twin Turbo,36583,True,True,True,False,False,True,True,False,2017,AWD,Gasoline,True,3.6,V6,20.0,7,expensive
3339,2019 Volkswagen Atlas 3.6L SEL,44395,Deep Black Pearl Effect,Titan Black,All-wheel Drive,17–23,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,12161,False,True,True,True,False,True,True,False,2019,AWD,Gasoline,False,3.6,V6,20.0,8,moderate
3340,2014 MINI Countryman Cooper S,14952,Light White,–,Front-wheel Drive,26–32,Gasoline,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo,84111,False,False,False,False,False,True,True,False,2014,FWD,Gasoline,True,1.6,I4,29.0,6,cheap
3341,2018 Subaru Outback 2.5i Limited,34998,Twilight Blue Metallic,Gray,All-wheel Drive,25–32,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,17560,True,False,False,False,True,True,True,True,2018,AWD,Gasoline,False,2.5,H4,28.5,-1,moderate
3342,2020 Mercedes-Benz GLE 350 Base 4MATIC,69998,Brilliant Blue Metallic,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,17522,False,False,True,True,True,True,True,False,2020,AWD,Gasoline,True,2.0,I4,22.5,9,expensive
3343,2004 Jeep Grand Cherokee Limited,6995,–,–,Four-wheel Drive,0–0,Gasoline,Automatic,"4.0L (242) I6 ""Power Tech"" engine",142964,True,False,True,False,False,False,False,False,2004,AWD,Gasoline,False,4.0,I6,0.0,-1,cheap
3344,2019 Mercedes-Benz GLC 350e Base 4MATIC,45588,Gray Metallic,Black,All-wheel Drive,Transmission,Hybrid,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,11651,False,False,False,False,False,True,True,False,2019,AWD,Hybrid,True,2.0,I4,-1.0,7,moderate
3345,2021 Subaru Ascent Touring 7-Passenger,45540,Crystal White Pearl,Java Brown,All-wheel Drive,20–26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,11779,False,True,True,True,False,True,True,False,2021,AWD,Gasoline,True,2.4,H4,23.0,-1,moderate
3346,2018 Chevrolet Silverado 1500 LT,49988,Summit White,Jet Black,4WD,22,Gasoline,6-Speed Electronically Controlled Automatic,5.3L V8 16V GDI OHV,20681,False,False,False,False,False,True,True,False,2018,AWD,Gasoline,False,5.3,V8,22.0,6,moderate
3347,2019 INFINITI QX50 ESSENTIAL,38295,Majestic White,Beige / Brown,Front-wheel Drive,24–31,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC Turbo,19570,True,True,True,True,False,True,True,False,2019,FWD,Gasoline,True,2.0,I4,27.5,-1,moderate
3348,2019 BMW 530e iPerformance,41998,Imperial Blue Metallic,Canberra Beige,Rear-wheel Drive,Transmission,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,16544,True,True,True,False,False,True,True,False,2019,RWD,Hybrid,True,2.0,I4,-1.0,8,moderate
3349,2018 Honda CR-V EX-L,28749,Molten Lava Pearl,Ivory,All-wheel Drive,27–33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,34124,True,False,False,True,True,True,True,False,2018,AWD,Gasoline,True,1.5,I4,30.0,-1,moderate
3350,2017 Audi A7 3.0T Premium Plus,31995,Tornado Gray Metallic,Black,All-wheel Drive,21–29,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,63538,False,False,True,False,False,True,True,False,2017,AWD,Gasoline,False,3.0,V6,25.0,8,moderate
3351,2015 Lexus RX 350 Base,26999,Obsidian,Gray,Front-wheel Drive,0–25,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/211,53293,True,False,True,False,False,True,False,True,2015,FWD,Gasoline,False,3.5,V6,12.5,-1,moderate
3352,2010 Land Rover Range Rover Sport HSE,15581,Rimini Red,Ebony,Four-wheel Drive,13–18,Gasoline,6-Speed Automatic,5.0L V8 32V GDI DOHC,80080,False,False,True,False,False,True,True,False,2010,AWD,Gasoline,False,5.0,V8,15.5,6,cheap
3353,2018 Toyota Highlander Limited,35549,Predawn Gray Mica,Ash,All-wheel Drive,20–26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,49994,True,False,True,False,False,True,True,True,2018,AWD,Gasoline,False,3.5,V6,23.0,8,moderate
3354,2020 Kia Telluride SX,43960,Black,–,All-wheel Drive,19–24,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,66620,True,True,True,True,True,True,True,False,2020,AWD,Gasoline,False,3.8,V6,21.5,8,moderate
3355,2020 Kia Telluride SX,51987,Everlasting Silver,Black,All-wheel Drive,19–24,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,19495,True,True,True,True,True,True,True,False,2020,AWD,Gasoline,False,3.8,V6,21.5,8,moderate
3356,2020 Jeep Grand Cherokee Limited,40000,Diamond Black,Black,Four-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,21427,True,True,True,True,True,True,True,False,2020,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
3357,2018 Chevrolet Silverado 1500 LT,41988,Summit White,Jet Black,Four-wheel Drive,22,Gasoline,Automatic,5.3L V8 16V GDI OHV,32373,False,False,False,True,False,True,True,False,2018,AWD,Gasoline,False,5.3,V8,22.0,-1,moderate
3358,2016 Maserati Ghibli S Q4,37361,Nero,Nero,All-wheel Drive,16–24,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,19666,False,False,True,False,False,True,True,False,2016,AWD,Gasoline,True,3.0,V6,20.0,8,moderate
3359,2013 Lexus RX 350 Base,22912,Black,–,All-wheel Drive,18–24,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,69527,False,False,False,False,False,True,True,False,2013,AWD,Gasoline,False,3.5,V6,21.0,6,moderate
3360,2020 Kia Telluride SX,53000,Ebony Black,Brown,Front-wheel Drive,20–26,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,33885,True,True,True,True,True,True,True,False,2020,FWD,Gasoline,False,3.8,V6,23.0,8,moderate
3361,2020 Tesla Model 3 Long Range,53899,Deep Blue Metallic,Black,All-wheel Drive,124–116,Electric,1-Speed Automatic,Electric,16185,True,False,True,False,False,True,True,False,2020,AWD,Electric,False,0.0,E,0.0,0,moderate
3362,2018 Toyota 4Runner Limited,42677,Blizzard Pearl,Sand Beige,Four-wheel Drive,17–20,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,38623,True,False,True,False,False,True,True,False,2018,AWD,Gasoline,False,4.0,V6,18.5,5,moderate
3363,2020 Jeep Grand Cherokee Limited,37500,Diamond Black,Black,Four-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,39065,False,True,True,True,True,True,True,False,2020,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
3364,2013 Ford Escape SEL,13565,Blue,–,Four-wheel Drive,22–30,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,90027,False,False,False,False,False,True,True,False,2013,AWD,Gasoline,True,2.0,I4,26.0,6,cheap
3365,2018 Ford Escape Titanium,24857,White Platinum,Charcoal Black,Four-wheel Drive,20–27,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,36933,True,True,True,True,True,True,True,False,2018,AWD,Gasoline,True,2.0,I4,23.5,6,moderate
3366,2020 Toyota Tundra SR5,48107,Midnight Black Metallic,Graphite,Four-wheel Drive,13–17,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,18102,False,False,False,False,True,True,True,False,2020,AWD,Gasoline,False,5.7,V8,15.0,6,moderate
3367,2014 Toyota Prius ,8988,–,–,Front-wheel Drive,51–48,Hybrid,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid,98792,False,False,False,False,False,True,True,False,2014,FWD,Hybrid,False,1.8,I4,48.0,-1,cheap
3368,2015 Jeep Grand Cherokee Limited,26921,Brilliant Black Crystal Pearlcoat,Black,Four-wheel Drive,17–24,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,41068,False,True,True,True,False,True,True,False,2015,AWD,Gasoline,False,3.6,V6,20.5,8,moderate
3369,2016 BMW M3 Base,52500,Alpine White,Black,Rear-wheel Drive,17–26,Gasoline,6-Speed Manual,3.0L I6 24V GDI DOHC Twin Turbo,37715,True,False,True,False,False,True,True,False,2016,RWD,Gasoline,True,3.0,I6,21.5,6,moderate
3370,2017 Cadillac CT6 3.6L Luxury,41450,Bronze Dune Metallic,Black,All-wheel Drive,18–27,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,54377,True,True,True,True,True,True,True,True,2017,AWD,Gasoline,False,3.6,V6,22.5,8,moderate
3371,2020 BMW X7 xDrive40i,80901,Black Sapphire Metallic,Black,All-wheel Drive,20–25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,22462,True,True,True,True,True,True,True,True,2020,AWD,Gasoline,True,3.0,I6,22.5,8,expensive
3372,2020 Subaru Forester Sport,38581,Dark Blue Pearl,Gray,All-wheel Drive,26–33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,19359,True,False,False,True,True,True,True,False,2020,AWD,Gasoline,False,2.5,H4,29.5,-1,moderate
3373,2013 Lexus CT 200h Base,14298,Gray Metallic,Black,Front-wheel Drive,43–40,Hybrid,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid,127453,False,False,False,False,False,True,True,False,2013,FWD,Hybrid,False,1.8,I4,40.0,-1,cheap
3374,2014 Porsche Cayenne GTS,47950,Black,Black,All-wheel Drive,15–21,Gasoline,8-Speed Automatic,4.8L V8 32V GDI DOHC,76995,True,False,True,False,False,True,True,False,2014,AWD,Gasoline,False,4.8,V8,18.0,8,moderate
3375,2012 Ford Mustang GT Premium,22990,Black,Red,RWD,17–26,Gasoline,6-Speed Manual,5.0L V8 32V MPFI DOHC,57121,False,False,False,False,False,True,True,False,2012,RWD,Gasoline,False,5.0,V8,21.5,6,moderate
3376,2017 Acura MDX 3.5L w/Technology Package,29999,Black,Ebony,Front-wheel Drive,19–27,Gasoline,Automatic,V6 Cylinder Engine,72731,True,False,True,True,False,True,True,True,2017,FWD,Gasoline,False,-1.0,V6,23.0,-1,moderate
3377,2021 Toyota RAV4 XLE,36992,Blue Flame,Black,Front-wheel Drive,28–35,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,10197,False,False,False,False,True,True,True,False,2021,FWD,Gasoline,False,2.5,I4,31.5,8,moderate
3378,2019 Mazda CX-9 Touring,34660,Titanium Flash Mica,Sand,Front-wheel Drive,22–28,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,31831,True,False,True,False,False,True,True,False,2019,FWD,Gasoline,True,2.5,I4,25.0,6,moderate
3379,2020 Mercedes-Benz AMG GT 53 Base,118995,Black,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,10468,False,False,True,True,False,True,True,False,2020,AWD,Gasoline,True,3.0,I6,21.5,9,expensive
3380,2020 Hyundai Elantra Value Edition,21959,Machine Gray,Gray,Front-wheel Drive,30–40,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,10295,True,False,False,False,True,True,True,True,2020,FWD,Gasoline,False,2.0,I4,35.0,-1,moderate
3381,2018 BMW 530e xDrive iPerformance,31740,Jet Black,Black,All-wheel Drive,Transmission,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,47500,True,False,True,False,True,True,True,False,2018,AWD,Hybrid,True,2.0,I4,-1.0,8,moderate
3382,2011 Land Rover Range Rover HSE,15995,Fuji White,Sand,4WD,12–18,Gasoline,6-Speed Automatic,5.0L V8 32V GDI DOHC,109995,False,True,True,False,False,True,True,False,2011,AWD,Gasoline,False,5.0,V8,15.0,6,cheap
3383,2013 Chevrolet Equinox 2LT,9499,Silver,Black,All-wheel Drive,Transmission,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,93064,False,False,False,True,False,True,True,False,2013,AWD,Gasoline,False,2.4,I4,-1.0,6,cheap
3384,2018 Cadillac XT5 Luxury,38998,Stellar Black Metallic,Black,All-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,13890,True,True,False,True,False,True,True,False,2018,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
3385,2019 GMC Yukon Denali,64995,Onyx Black,Jet Black,Four-wheel Drive,14–22,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,35136,False,True,True,True,True,True,True,False,2019,AWD,Gasoline,False,6.2,V8,18.0,10,expensive
3386,2017 Hyundai Tucson Limited,26988,Molten Silver,Black,All-wheel Drive,24–28,Gasoline,7-Speed Automatic with Auto-Shift,1.6L I4 16V GDI DOHC Turbo,16111,True,False,True,True,True,True,True,True,2017,AWD,Gasoline,True,1.6,I4,26.0,7,moderate
3387,2018 Audi Q7 3.0T Premium Plus,49757,Carrara White,Pistachio Beige,All-wheel Drive,19–25,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,19995,False,False,True,False,False,True,True,False,2018,AWD,Gasoline,False,3.0,V6,22.0,8,moderate
3388,2018 Jeep Grand Cherokee Limited,32489,Diamond Black,Black,Four-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,35319,True,True,True,True,False,True,True,False,2018,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
3389,2018 Dodge Durango GT,34499,DB Black Crystal Clearcoat,Black,All-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,40549,False,True,True,True,True,True,True,True,2018,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
3390,2019 Nissan Armada SL,40699,Black,Charcoal,Rear-wheel Drive,14–19,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,66254,True,False,True,True,False,True,True,True,2019,RWD,Gasoline,False,5.6,V8,16.5,7,moderate
3391,2018 Ford Edge Titanium,33999,Shadow Black,Cognac,All-wheel Drive,20–27,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,21855,True,True,False,False,True,True,True,False,2018,AWD,Gasoline,True,2.0,I4,23.5,6,moderate
3392,2015 Jeep Cherokee Latitude,16649,Bright White Clearcoat,Black,Four-wheel Drive,21–28,Gasoline,9-Speed Automatic,3.2L V6 24V MPFI DOHC,41799,False,False,True,False,False,True,True,False,2015,AWD,Gasoline,False,3.2,V6,24.5,9,cheap
3393,2019 BMW X5 xDrive40i,56900,Mineral White Metallic,Amarone,All-wheel Drive,20–26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,18791,True,False,True,True,True,True,True,False,2019,AWD,Gasoline,True,3.0,I6,23.0,8,moderate
3394,2017 Land Rover Range Rover 3.0L Supercharged HSE,48998,Narvik Black,Ebony,Four-wheel Drive,17–23,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,83195,True,True,True,True,False,True,True,False,2017,AWD,Gasoline,False,3.0,V6,20.0,8,moderate
3395,2017 Land Rover Range Rover Sport 3.0L Supercharged HSE,52500,Corris Grey,Ebony / Cirrus,Four-wheel Drive,17–23,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,53143,False,True,True,True,False,True,True,True,2017,AWD,Gasoline,False,3.0,V6,20.0,8,moderate
3396,2019 Nissan Armada Platinum,51941,White,Almond,All-wheel Drive,13–18,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,28462,True,True,True,True,False,True,True,False,2019,AWD,Gasoline,False,5.6,V8,15.5,7,moderate
3397,2015 Ford Focus SE,14495,Gray,Medium Light Stone,Front-wheel Drive,26–36,E85 Flex Fuel,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Flexible Fuel,44179,False,False,False,False,False,True,True,False,2015,FWD,Flexible Fuel,False,2.0,I4,31.0,6,cheap
3398,2015 Ford Focus SE,14250,White,Medium Light Stone,Front-wheel Drive,26–36,E85 Flex Fuel,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Flexible Fuel,66881,False,False,False,False,False,True,True,False,2015,FWD,Flexible Fuel,False,2.0,I4,31.0,6,cheap
3399,2019 Toyota RAV4 XLE Premium,35975,Gray,Black,Front-wheel Drive,26–35,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,36925,False,False,False,False,False,True,True,False,2019,FWD,Gasoline,False,2.5,I4,30.5,8,moderate
3400,2019 BMW 540 i,45990,Black Sapphire Metallic,Night Blue,Rear-wheel Drive,21–29,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,55587,False,True,True,False,True,True,True,False,2019,RWD,Gasoline,True,3.0,I6,25.0,8,moderate
3401,2018 BMW X5 xDrive50i,58990,Mineral White Metallic,Black,All-wheel Drive,15–21,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,34791,True,False,True,False,True,True,True,True,2018,AWD,Gasoline,True,4.4,V8,18.0,8,moderate
3402,2021 Ford Edge Titanium,40000,Agate Black Metallic,Medium Soft Ceramic,All-wheel Drive,21–28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,17412,True,True,True,True,False,True,True,True,2021,AWD,Gasoline,True,2.0,I4,24.5,8,moderate
3403,2018 BMW X1 xDrive28i,32998,White,Black,All-wheel Drive,22–31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,48823,False,False,False,False,False,True,True,False,2018,AWD,Gasoline,True,2.0,I4,26.5,8,moderate
3404,2014 BMW X3 xDrive28i,18900,Alpine White,Sand Beige,All-wheel Drive,21–28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,104291,True,True,True,False,False,True,True,False,2014,AWD,Gasoline,True,2.0,I4,24.5,8,cheap
3405,2019 Honda CR-V EX-L,32557,Platinum White Pearl,–,All-wheel Drive,27–33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,13162,True,False,False,True,True,True,True,False,2019,AWD,Gasoline,True,1.5,I4,30.0,-1,moderate
3406,2021 Volkswagen Atlas 3.6L SEL Premium,49496,Pure White,Titan Black / Quarzit,All-wheel Drive,16–22,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,16372,True,True,True,True,False,True,True,False,2021,AWD,Gasoline,False,3.6,V6,19.0,8,moderate
3407,2018 Ford Expedition Max Limited,47995,Shadow Black,Medium Stone,Four-wheel Drive,16–21,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,82385,False,True,False,True,False,True,True,False,2018,AWD,Gasoline,True,3.5,V6,18.5,10,moderate
3408,2018 GMC Yukon Denali,59500,Onyx Black,Cocoa,Four-wheel Drive,14–22,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,37208,False,True,True,True,True,True,True,True,2018,AWD,Gasoline,False,6.2,V8,18.0,10,moderate
